id;name;score;episodes;aired;broadcast;source;duration;ranked;members;studios;genres;recomendation
30;Mononoke Hime;8.8;1;Jul 12, 1997;None;Original;2 hr. 10 min.;2;443,643;Studio Ghibli;Action|Adventure|Fantasy;Kaze no Tani no Nausicaä<>14 Users|Mushishi<>13 Users|Sen to Chihiro no Kamikakushi<>6 Users|Giniro no Kami no Agito<>6 Users|Pokemon: Celebi Toki wo Koeta Deai<>4 Users|Hoshi wo Ou Kodomo<>4 Users|Chikyuu Shoujo Arjuna<>4 Users|Seirei no Moribito<>3 Users|Wolf's Rain<>2 Users|Tonari no Totoro<>2 Users|Miyori no Mori<>2 Users|Howl no Ugoku Shiro<>2 Users|Gedo Senki<>2 Users|Stranger: Mukou Hadan<>2 Users|Bounen no Xamdou<>2 Users|Kemono no Souja Erin<>2 Users|Mushishi Zoku Shou: Suzu no Shizuku<>2 Users|Legend of Basara<>1 User|Ookami Kodomo no Ame to Yuki<>1 User|Final Fantasy: The Spirits Within<>1 User|Karigurashi no Arrietty<>1 User|Made in Abyss<>1 User|InuYasha<>1 User|Windaria<>1 User
31;Ookami Kodomo no Ame to Yuki;8.79;1;Jul 21, 2012;None;Original;1 hr. 57 min.;2;308,660;Studio Chizu;Slice of Life|Fantasy;Usagi Drop<>17 Users|Tonari no Totoro<>9 Users|Clannad: After Story<>7 Users|Bakemono no Ko<>6 Users|Toki wo Kakeru Shoujo<>5 Users|Kaguya-hime no Monogatari<>2 Users|Cheonnyeon-yeowoo Yeowoobi<>2 Users|Ookami to Koushinryou<>2 Users|Momo e no Tegami<>2 Users|Colorful (Movie)<>2 Users|Hotarubi no Mori e<>2 Users|Wolf's Rain<>1 User|Joukamachi no Dandelion<>1 User|Jungle Book Shounen Mowgli<>1 User|Fuse: Teppou Musume no Torimonochou<>1 User|Hanasaku Iroha: Home Sweet Home<>1 User|Aria The Origination<>1 User|Tokyo Godfathers<>1 User|Uchouten Kazoku<>1 User|Mononoke Hime<>1 User|Aria The Natural<>1 User|Hitotsubu ni Kawaranu Ai wo Komete<>1 User|Aria The Animation<>1 User|Kimi no Na wa.<>1 User
32;Mushishi Zoku Shou;8.78;10;Apr 5, 2014 to Jun 21, 2014;Saturdays at 00:00 (JST);Manga;24 min. per ep.;2;129,381;Artland;Adventure|Slice of Life|Mystery|Historical|Supernatural|Fantasy|Seinen;Natsume Yuujinchou<>2 Users|Mononoke<>1 User|Saraiya Goyou<>1 User|Robotics,Notes<>1 User|Sarusuberi: Miss Hokusai<>1 User
33;Natsume Yuujinchou Roku;8.78;11;Apr 12, 2017 to Jun 21, 2017;Wednesdays at 01:35 (JST);Manga;23 min. per ep.;2;50,350;Shuka;Slice of Life|Supernatural|Drama|Fantasy|Shoujo;Mushishi<>1 User|Youkai Apartment no Yuuga na Nichijou<>1 User|Natsume Yuujinchou Go<>AutoRec|Kimi no Na wa.<>AutoRec|Yuri!!! on ICE<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou<>AutoRec|Koe no Katachi<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Mob Psycho 100<>AutoRec|Natsume Yuujinchou Shi<>AutoRec
34;Monogatari Series: Second Season;8.77;26;Jul 7, 2013 to Dec 29, 2013;Sundays at 00:00 (JST);Light novel;24 min. per ep.;2;267,480;Shaft;Mystery|Comedy|Supernatural|Romance|Vampire;Katanagatari<>3 Users|Toki wo Kakeru Shoujo<>2 Users|Clannad: After Story<>1 User|Durarara!!<>1 User|Boku dake ga Inai Machi<>1 User|Noragami<>1 User|Zetsuen no Tempest<>1 User|Ookami to Koushinryou<>1 User|Kami nomi zo Shiru Sekai<>1 User|Neon Genesis Evangelion<>1 User|Steins,Gate<>1 User|Dance in the Vampire Bund<>1 User|Sayonara Zetsubou Sensei<>1 User|Re:Zero kara Hajimeru Isekai Seikatsu<>1 User|Nisekoi<>1 User|Noragami Aragoto<>1 User|Baccano!<>1 User|Mekakucity Actors<>1 User|Gakkougurashi!<>1 User
35;Mushishi;8.76;26;Oct 23, 2005 to Jun 19, 2006;Sundays at 03:40 (JST);Manga;25 min. per ep.;2;366,649;Artland;Adventure|Fantasy|Historical|Mystery|Seinen|Slice of Life|Supernatural;Natsume Yuujinchou<>59 Users|Kino no Tabi: The Beautiful World<>55 Users|Mononoke<>29 Users|Mononoke Hime<>13 Users|xxxHOLiC<>13 Users|Aria The Animation<>9 Users|Ookami to Koushinryou<>8 Users|Bartender<>8 Users|Haibane Renmei<>7 Users|Jigoku Shoujo<>7 Users|Saraiya Goyou<>6 Users|Hotarubi no Mori e<>6 Users|Bakemonogatari<>6 Users|Moyashimon<>5 Users|Master Keaton<>5 Users|Sen to Chihiro no Kamikakushi<>5 Users|Shinreigari: Ghost Hound<>4 Users|Chikyuu Shoujo Arjuna<>4 Users|Black Jack (TV)<>4 Users|Casshern Sins<>3 Users|Ghost Hunt<>3 Users|Aria The Natural<>3 Users|Natsume Yuujinchou Shi<>3 Users|Shinsekai yori<>3 Users
36;Suzumiya Haruhi no Shoushitsu;8.76;1;Feb 6, 2010;None;Light novel;2 hr. 42 min.;2;292,003;Kyoto Animation;Comedy|Mystery|Romance|School|Sci-Fi|Supernatural;Steins,Gate Movie: Fuka Ryouiki no Déjà vu<>12 Users|Steins,Gate<>6 Users|Kimi no Na wa.<>5 Users|Naruto: Shippuuden Movie 6 - Road to Ninja<>4 Users|Higurashi no Naku Koro ni Rei<>4 Users|Toki wo Kakeru Shoujo<>3 Users|Kami nomi zo Shiru Sekai: Megami-hen<>2 Users|Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare<>2 Users|Evangelion: 3.0 You Can (Not) Redo<>1 User|Air Movie<>1 User|Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu<>1 User|Kimagure Orange☆Road<>1 User|Arakawa Under the Bridge<>1 User|Angel Beats!<>1 User|Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku<>1 User|Yojouhan Shinwa Taikei<>1 User|Full Metal Panic! The Second Raid<>1 User|Zetsuen no Tempest<>1 User|Bleach Movie 1: Memories of Nobody<>1 User|Tetsuwan Birdy Decode:02<>1 User|Orange<>1 User|Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials<>1 User|Tamako Love Story<>1 User|Ookami to Koushinryou<>1 User
37;Great Teacher Onizuka;8.75;43;Jun 30, 1999 to Sep 17, 2000;Wednesdays at 19:30 (JST);Manga;25 min. per ep.;2;325,493;Studio Pierrot;Comedy|Drama|School|Shounen|Slice of Life;Golden Boy<>38 Users|Ansatsu Kyoushitsu (TV)<>18 Users|Gintama<>9 Users|Denpa Kyoushi (TV)<>7 Users|School Rumble<>7 Users|Hajime no Ippo<>5 Users|Slam Dunk<>5 Users|Beelzebub<>5 Users|Sakamoto desu ga?<>5 Users|Midori no Hibi<>4 Users|City Hunter<>4 Users|Sayonara Zetsubou Sensei<>4 Users|Salaryman Kintarou<>3 Users|Musekinin Kanchou Tylor<>3 Users|Prison School<>3 Users|Sakigake!! Cromartie Koukou<>3 Users|Cowboy Bebop<>3 Users|Mob Psycho 100<>2 Users|Detroit Metal City<>2 Users|Ansatsu Kyoushitsu (TV) 2nd Season<>2 Users|Sunabouzu<>2 Users|Tenshi na Konamaiki<>2 Users|NHK ni Youkoso!<>2 Users|Trigun<>2 Users
38;One Punch Man;8.75;12;Oct 5, 2015 to Dec 21, 2015;Mondays at 01:05 (JST);Web manga;24 min. per ep.;2;835,120;Madhouse;Action|Sci-Fi|Comedy|Parody|Super Power|Supernatural|Seinen;Boku no Hero Academia<>59 Users|Mob Psycho 100<>40 Users|Gintama<>15 Users|Overlord<>15 Users|Hataraku Maou-sama!<>10 Users|Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?<>10 Users|Hunter x Hunter (2011)<>9 Users|Tiger & Bunny<>9 Users|Saiki Kusuo no Ψ-nan (TV)<>9 Users|Kill la Kill<>6 Users|Tentai Senshi Sunred<>5 Users|Sakamoto desu ga?<>5 Users|Dragon Ball Z<>5 Users|To Be Hero<>4 Users|Inferno Cop<>3 Users|Boku no Hero Academia 2nd Season<>3 Users|Shokugeki no Souma<>3 Users|Bleach<>3 Users|JoJo no Kimyou na Bouken (TV)<>2 Users|Ansatsu Kyoushitsu (TV)<>2 Users|Beelzebub<>2 Users|Mahouka Koukou no Rettousei<>2 Users|Bobobo-bo Bo-bobo<>2 Users|Samurai Flamenco<>2 Users
39;Tengen Toppa Gurren Lagann;8.75;27;Apr 1, 2007 to Sep 30, 2007;Sundays at 08:30 (JST);Original;24 min. per ep.;2;699,059;Gainax;Action|Adventure|Comedy|Mecha|Sci-Fi;Kill la Kill<>85 Users|FLCL<>24 Users|Eureka Seven<>22 Users|Neon Genesis Evangelion<>22 Users|Top wo Nerae 2! Diebuster<>17 Users|Shingeki no Kyojin<>11 Users|Needless<>10 Users|Rainbow: Nisha Rokubou no Shichinin<>9 Users|Code Geass: Hangyaku no Lelouch<>9 Users|JoJo no Kimyou na Bouken (TV)<>7 Users|Star Driver: Kagayaki no Takuto<>6 Users|One Piece<>6 Users|Top wo Nerae! Gunbuster<>6 Users|Guilty Crown<>6 Users|Seihou Bukyou Outlaw Star<>6 Users|Sengoku Basara<>5 Users|Fairy Tail<>5 Users|Yuusha-Ou GaoGaiGar<>5 Users|Basquash!<>5 Users|Redline<>5 Users|Vandread<>5 Users|Shin Getter Robo<>5 Users|Mobile Fighter G Gundam<>5 Users|Heroic Age<>5 Users
40;Howl no Ugoku Shiro;8.74;1;Nov 20, 2004;None;Novel;1 hr. 57 min.;2;424,137;Studio Ghibli;Adventure|Drama|Fantasy|Romance;Sen to Chihiro no Kamikakushi<>20 Users|Tenkuu no Shiro Laputa<>6 Users|Hakushaku to Yousei<>3 Users|Last Exile<>3 Users|Hoshi wo Ou Kodomo<>3 Users|Majo no Takkyuubin<>3 Users|Mahoutsukai no Yome: Hoshi Matsu Hito<>2 Users|Mononoke Hime<>2 Users|Tonari no Totoro<>2 Users|Steamboy<>2 Users|Fractale<>2 Users|Sakasama no Patema<>2 Users|Neko no Ongaeshi<>2 Users|Mimi wo Sumaseba<>2 Users|No.6<>2 Users|Karigurashi no Arrietty<>1 User|Hotaru no Haka<>1 User|Nagi no Asukara<>1 User|Kaze no Tani no Nausicaä<>1 User|Natsume Yuujinchou<>1 User|Giniro no Kami no Agito<>1 User|Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?<>1 User|Ouran Koukou Host Club<>1 User|Little Witch Academia<>1 User
41;Natsume Yuujinchou Shi;8.74;13;Jan 3, 2012 to Mar 27, 2012;Tuesdays at 01:30 (JST);Manga;24 min. per ep.;2;121,305;Brain's Base;Slice of Life|Supernatural|Drama|Fantasy|Shoujo;Mushishi<>3 Users|Aria The Animation<>1 User|Tamayura: Hitotose<>1 User|xxxHOLiC<>1 User|Hotarubi no Mori e<>1 User|Clannad<>1 User
42;Hajime no Ippo: New Challenger;8.73;26;Jan 7, 2009 to Jul 1, 2009;Wednesdays at 01:29 (JST);Manga;23 min. per ep.;2;111,764;Madhouse;Comedy|Sports|Drama|Shounen;Slam Dunk<>2 Users|Shijou Saikyou no Deshi Kenichi<>1 User|Rainbow: Nisha Rokubou no Shichinin<>1 User|Eyeshield 21<>1 User|Full Metal Panic!<>1 User|Souten Kouro<>1 User|Grappler Baki (TV)<>1 User|Ashita no Joe 2 (Movie)<>1 User|Grappler Baki: Saidai Tournament-hen<>1 User
43;Kizumonogatari II: Nekketsu-hen;8.73;1;Aug 19, 2016;None;Light novel;1 hr. 4 min.;2;103,406;Shaft;Action|Mystery|Supernatural|Vampire;Kizumonogatari I: Tekketsu-hen<>AutoRec|Kizumonogatari III: Reiketsu-hen<>AutoRec|Kimi no Na wa.<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Koe no Katachi<>AutoRec|Owarimonogatari<>AutoRec|Bakemonogatari<>AutoRec|Monogatari Series: Second Season<>AutoRec
44;Mushishi Zoku Shou: Suzu no Shizuku;8.72;1;May 16, 2015;None;Manga;47 min.;2;47,116;Artland;Slice of Life|Adventure|Fantasy|Supernatural|Historical|Mystery|Seinen;Mononoke Hime<>2 Users|Natsume Yuujinchou Go<>1 User|Mushishi Zoku Shou 2nd Season<>AutoRec|Mushishi Zoku Shou<>AutoRec|Mushishi<>AutoRec|Mushishi Special: Hihamukage<>AutoRec|Mushishi Zoku Shou: Odoro no Michi<>AutoRec|One Punch Man<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Kimi no Na wa.<>AutoRec|Mob Psycho 100<>AutoRec
45;Monster;8.69;74;Apr 7, 2004 to Sep 28, 2005;Wednesdays at 00:40 (JST);Manga;24 min. per ep.;2;312,530;Madhouse;Drama|Horror|Mystery|Police|Psychological|Seinen|Thriller;Death Note<>62 Users|Gankutsuou<>10 Users|Psycho-Pass<>10 Users|Zankyou no Terror<>7 Users|Master Keaton<>6 Users|Ginga Eiyuu Densetsu<>5 Users|Mousou Dairinin<>4 Users|Kenpuu Denki Berserk<>4 Users|Gunslinger Girl<>4 Users|Black Jack<>3 Users|Phantom: Requiem for the Phantom<>3 Users|Ghost in the Shell: Stand Alone Complex<>3 Users|Aoi Bungaku Series<>3 Users|Fullmetal Alchemist: Brotherhood<>3 Users|Ergo Proxy<>3 Users|Higurashi no Naku Koro ni Kai<>3 Users|Kiseijuu: Sei no Kakuritsu<>3 Users|Boku dake ga Inai Machi<>3 Users|Gyakkyou Burai Kaiji: Ultimate Survivor<>3 Users|Young Black Jack<>2 Users|Detective Conan<>2 Users|Gantz<>2 Users|Noir<>2 Users|Fullmetal Alchemist<>2 Users
46;Bakuman. 3rd Season;8.68;25;Oct 6, 2012 to Mar 30, 2013;Unknown;Manga;24 min. per ep.;2;164,820;J.C.Staff;Comedy|Drama|Romance|Shounen;Durarara!!<>1 User|Shirobako<>1 User|Death Note<>1 User|Bakuman. 2nd Season<>AutoRec|Bakuman.<>AutoRec|Shingeki no Kyojin<>AutoRec|Sword Art Online<>AutoRec|One Punch Man<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Steins,Gate<>AutoRec|Hunter x Hunter (2011)<>AutoRec|No Game No Life<>AutoRec
47;Death Note;8.68;37;Oct 4, 2006 to Jun 27, 2007;Wednesdays at 00:56 (JST);Manga;23 min. per ep.;2;1,281,947;Madhouse;Mystery|Police|Psychological|Supernatural|Thriller;Code Geass: Hangyaku no Lelouch<>434 Users|Monster<>62 Users|Mirai Nikki (TV)<>58 Users|Zankyou no Terror<>51 Users|Psycho-Pass<>36 Users|Code Geass: Hangyaku no Lelouch R2<>35 Users|One Outs<>28 Users|Death Parade<>25 Users|Jigoku Shoujo<>22 Users|Gyakkyou Burai Kaiji: Ultimate Survivor<>22 Users|No Game No Life<>16 Users|Higashi no Eden<>13 Users|Durarara!!<>13 Users|Another<>13 Users|Darker than Black: Kuro no Keiyakusha<>12 Users|Detective Conan<>12 Users|Kuroshitsuji<>12 Users|Steins,Gate<>11 Users|Aoi Bungaku Series<>10 Users|Spiral: Suiri no Kizuna<>10 Users|Ginga Eiyuu Densetsu<>8 Users|Shinrei Tantei Yakumo<>8 Users|Btooom!<>8 Users|Zombie-Loan<>8 Users
48;Fate/Zero 2nd Season;8.68;12;Apr 8, 2012 to Jun 24, 2012;Sundays at 00:00 (JST);Light novel;24 min. per ep.;2;439,336;ufotable;Action|Supernatural|Thriller|Fantasy;Death Note<>4 Users|Kara no Kyoukai 1: Fukan Fuukei<>3 Users|Mahou Shoujo Madoka★Magica<>3 Users|Psycho-Pass<>2 Users|Baccano!<>2 Users|Aldnoah.Zero<>2 Users|Zetsuen no Tempest<>1 User|Naruto: Shippuuden<>1 User|Mai-HiME<>1 User|Neon Genesis Evangelion: The End of Evangelion<>1 User|Ga-Rei: Zero<>1 User|Fate/Zero<>1 User|Neon Genesis Evangelion<>1 User|Gatchaman Crowds Insight<>1 User|Cowboy Bebop<>1 User|Valkyrie Drive: Mermaid<>1 User|Monster<>1 User|Fate/stay night: Unlimited Blade Works<>1 User|Kotonoha no Niwa<>1 User|Ginga Eiyuu Densetsu<>1 User|Canaan<>1 User|Mirai Nikki (TV)<>1 User|Pandora Hearts<>1 User|07-Ghost<>1 User
49;Ansatsu Kyoushitsu (TV) 2nd Season;8.67;25;Jan 8, 2016 to Jul 1, 2016;Fridays at 01:25 (JST);Manga;23 min. per ep.;2;300,599;Lerche;Action|Comedy|School|Shounen;Boku no Hero Academia 2nd Season<>2 Users|Denpa Kyoushi (TV)<>2 Users|Great Teacher Onizuka<>2 Users|One Punch Man<>1 User|Aoharu x Kikanjuu<>1 User|Akuma no Riddle<>1 User|Grisaia no Rakuen<>1 User
50;Haikyuu!!;8.67;25;Apr 6, 2014 to Sep 21, 2014;Sundays at 17:00 (JST);Manga;24 min. per ep.;2;410,066;Production I.G;Comedy|Sports|Drama|School|Shounen;Kuroko no Basket<>77 Users|Diamond no Ace<>18 Users|Ookiku Furikabutte<>11 Users|Free!<>9 Users|Yowamushi Pedal<>7 Users|Baby Steps<>6 Users|All Out!!<>6 Users|Slam Dunk<>5 Users|Prince of Tennis<>4 Users|Days (TV)<>4 Users|Prince of Stride: Alternative<>3 Users|Ballroom e Youkoso<>3 Users|Boku no Hero Academia<>3 Users|Shokugeki no Souma<>3 Users|Area no Kishi<>2 Users|Hibike! Euphonium<>2 Users|Cheer Danshi!!<>2 Users|Eyeshield 21<>2 Users|Hunter x Hunter (2011)<>2 Users|Kuroko no Basket 3rd Season<>2 Users|Yuri!!! on Ice<>2 Users|Barakamon<>2 Users|Kuroko no Basket 2nd Season<>2 Users|Ping Pong The Animation<>1 User
51;Hajime no Ippo: Rising;8.67;25;Oct 6, 2013 to Mar 29, 2014;Sundays at 01:35 (JST);Manga;22 min. per ep.;2;89,079;MAPPA;Comedy|Sports|Drama|Shounen;Slam Dunk<>1 User|Shijou Saikyou no Deshi Kenichi<>1 User|Hajime no Ippo: New Challenger<>AutoRec|Hajime no Ippo<>AutoRec|Shingeki no Kyojin<>AutoRec|One Punch Man<>AutoRec|Hunter x Hunter (2011)<>AutoRec|Death Note<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Kuroko no Basket 2nd Season<>AutoRec|Kuroko no Basket<>AutoRec|Boku no Hero Academia<>AutoRec
52;Natsume Yuujinchou San;8.66;13;Jul 5, 2011 to Sep 27, 2011;Tuesdays at 01:30 (JST);Manga;24 min. per ep.;2;127,256;Brain's Base;Drama|Fantasy|Shoujo|Slice of Life|Supernatural;Nurarihyon no Mago: Sennen Makyou<>2 Users|Hotarubi no Mori e<>2 Users|Mushishi<>2 Users|xxxHOLiC<>1 User|Aria The Animation<>1 User|Kamisama Hajimemashita<>1 User|Nurarihyon no Mago<>1 User|Tegamibachi<>1 User|Kimi ni Todoke<>1 User|Tamayura: Hitotose<>1 User
53;Yojouhan Shinwa Taikei;8.66;11;Apr 23, 2010 to Jul 2, 2010;Fridays at 00:45 (JST);Novel;23 min. per ep.;2;160,044;Madhouse;Mystery|Psychological|Romance;NHK ni Youkoso!<>22 Users|Bakemonogatari<>12 Users|Kuuchuu Buranko<>9 Users|Ping Pong The Animation<>8 Users|Uchouten Kazoku<>7 Users|Sayonara Zetsubou Sensei<>7 Users|FLCL<>5 Users|Toki wo Kakeru Shoujo<>5 Users|Steins,Gate<>4 Users|Suzumiya Haruhi no Yuuutsu (2009)<>4 Users|Higurashi no Naku Koro ni<>4 Users|Yahari Ore no Seishun Love Comedy wa Machigatteiru.<>3 Users|Mind Game<>3 Users|Jinrui wa Suitai Shimashita<>3 Users|Durarara!!<>3 Users|Boku dake ga Inai Machi<>3 Users|Mousou Dairinin<>3 Users|Aoi Bungaku Series<>2 Users|Mononoke<>2 Users|Nisemonogatari<>2 Users|Aku no Hana<>2 Users|Occultic,Nine<>2 Users|Mawaru Penguindrum<>2 Users|Nekojiru-sou<>2 Users
54;JoJo no Kimyou na Bouken: Diamond wa Kudakenai;8.65;39;Apr 2, 2016 to Dec 24, 2016;Saturdays at 00:30 (JST);Manga;23 min. per ep.;2;140,980;David Production;Action|Adventure|Comedy|Supernatural|Drama|Shounen;Persona 4 the Animation<>4 Users|Hunter x Hunter (2011)<>3 Users|Yuu☆Yuu☆Hakusho<>3 Users|Kill la Kill<>2 Users|Boku no Hero Academia<>1 User|Fullmetal Alchemist: Brotherhood<>1 User|Death Note<>1 User|Yuri!!! on Ice<>1 User|Dororon Enma-kun Meeramera<>1 User|Keijo!!!!!!!!<>1 User|Durarara!!<>1 User|Gintama°<>1 User|One Piece<>1 User
55;Kara no Kyoukai 5: Mujun Rasen;8.65;1;Aug 16, 2008;None;Light novel;1 hr. 54 min.;2;128,443;ufotable;Action|Mystery|Supernatural|Drama|Romance|Thriller;Baccano!<>4 Users|Perfect Blue<>4 Users|Fate/stay night: Unlimited Blade Works 2nd Season<>3 Users|Ghost in the Shell 2: Innocence<>3 Users|Fate/Zero<>3 Users|Serial Experiments Lain<>2 Users|Denpa-teki na Kanojo<>2 Users|Blood: The Last Vampire<>1 User|Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari<>1 User|Karas<>1 User|Canaan<>1 User|Boogiepop wa Warawanai: Boogiepop Phantom<>1 User|InuYasha: Kanketsu-hen<>1 User|Death Note<>1 User|Owarimonogatari<>1 User|Neon Genesis Evangelion: The End of Evangelion<>1 User|Death Parade<>1 User|Steins,Gate Movie: Fuka Ryouiki no Déjà vu<>1 User|Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari<>1 User|Mnemosyne: Mnemosyne no Musume-tachi<>1 User|Fate/stay night<>1 User|Neon Genesis Evangelion<>1 User|Bakemonogatari<>1 User|Zetsuen no Tempest<>1 User
56;Mushishi Special: Hihamukage;8.65;1;Jan 4, 2014;None;Manga;45 min.;2;60,898;Artland;Adventure|Slice of Life|Mystery|Historical|Supernatural|Fantasy|Seinen;Kino no Tabi: The Beautiful World - Byouki no Kuni - For You<>1 User|Death Note<>1 User|Mushishi Zoku Shou<>AutoRec|Mushishi<>AutoRec|Mushishi Zoku Shou 2nd Season<>AutoRec|Mushishi Zoku Shou: Odoro no Michi<>AutoRec|One Punch Man<>AutoRec|Shingeki no Kyojin<>AutoRec|Mushishi Zoku Shou: Suzu no Shizuku<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Steins,Gate<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec
57;Natsume Yuujinchou Go;8.65;11;Oct 5, 2016 to Dec 21, 2016;Wednesdays at 01:35 (JST);Manga;23 min. per ep.;2;68,915;Shuka;Slice of Life|Supernatural|Drama|Fantasy|Shoujo;3-gatsu no Lion<>2 Users|Mushishi Zoku Shou: Suzu no Shizuku<>1 User|Kimi to Boku.<>1 User|Mushishi<>1 User|Fukigen na Mononokean<>1 User|Boku dake ga Inai Machi<>1 User
58;Ping Pong The Animation;8.65;11;Apr 11, 2014 to Jun 20, 2014;Fridays at 00:50 (JST);Manga;23 min. per ep.;2;127,028;Tatsunoko Production;Psychological|Seinen|Sports;Yojouhan Shinwa Taikei<>8 Users|Tekkon Kinkreet<>5 Users|3-gatsu no Lion<>4 Users|Hikaru no Go<>3 Users|Kemonozume<>3 Users|Shakunetsu no Takkyuu Musume<>2 Users|Hajime no Ippo<>2 Users|Ashita no Joe<>2 Users|Free!<>2 Users|Shigatsu wa Kimi no Uso<>2 Users|Yuri!!! on Ice<>2 Users|Mob Psycho 100<>2 Users|Aoi Hana<>1 User|Ashita no Joe 2 (Movie)<>1 User|Mind Game<>1 User|Bakuman.<>1 User|Haikyuu!!<>1 User|Mori no Andou<>1 User|Anomalies<>1 User|Ookiku Furikabutte<>1 User|Onara Gorou<>1 User|Aku no Hana<>1 User|Neon Genesis Evangelion: The End of Evangelion<>1 User|Hana to Alice: Satsujin Jiken<>1 User
59;Pingu in the City;8.64;26;Oct 7, 2017 to ?;Saturdays at 09:20 (JST);Other;7 min. per ep.;2;17,786;Polygon Pictures;Comedy|Kids;Bananya<>2 Users|Backkom<>1 User|Koneko no Chii: Ponponra Daibouken<>1 User|Pikmin Short Movies<>1 User
60;Shouwa Genroku Rakugo Shinjuu;8.63;13;Jan 9, 2016 to Apr 2, 2016;Saturdays at 02:25 (JST);Manga;26 min. per ep.;2;120,566;Studio Deen;Drama|Historical|Josei;Sakamichi no Apollon<>11 Users|Fune wo Amu<>5 Users|Nana<>4 Users|Saraiya Goyou<>4 Users|Chihayafuru<>4 Users|Joshiraku<>2 Users|Aoi Bungaku Series<>2 Users|Hyouge Mono<>2 Users|Chouyaku Hyakuninisshu: Uta Koi.<>2 Users|Sennen Joyuu<>2 Users|Nitaboh<>1 User|Kaze Tachinu<>1 User|Neon Genesis Evangelion<>1 User|Ping Pong The Animation<>1 User|Rainbow: Nisha Rokubou no Shichinin<>1 User|Gungrave<>1 User|Natsume Yuujinchou<>1 User|3-gatsu no Lion<>1 User|Shouwa Monogatari<>1 User|Natsuyuki Rendezvous<>1 User|Kabuki-bu!<>1 User|Uchuu Kyoudai<>1 User|Hyouka<>1 User|Yuri!!! on Ice<>1 User
61;Zoku Natsume Yuujinchou;8.63;13;Jan 6, 2009 to Mar 31, 2009;Tuesdays at 01:00 (JST);Manga;24 min. per ep.;2;136,677;Brain's Base;Drama|Fantasy|Shoujo|Slice of Life|Supernatural;Mushishi<>2 Users|xxxHOLiC<>2 Users|Ookami to Koushinryou<>1 User|Usagi Drop<>1 User|Aria The Animation<>1 User|Tegamibachi<>1 User|Sen to Chihiro no Kamikakushi<>1 User|Tamayura: Hitotose<>1 User|Tactics<>1 User|Kamikaze Kaitou Jeanne<>1 User|Mokke<>1 User|Kimi ni Todoke<>1 User|Hotarubi no Mori e<>1 User|Kamichu!<>1 User
62;Tengen Toppa Gurren Lagann Movie: Lagann-hen;8.62;1;Apr 22, 2009;None;Original;2 hr. 5 min.;2;101,580;Gainax;Action|Mecha|Sci-Fi|Space|Super Power;Summer Wars<>1 User|Mahou Shoujo Lyrical Nanoha: The Movie 1st<>1 User|Macross: Do You Remember Love?<>1 User|Tengen Toppa Gurren Lagann<>AutoRec|Tengen Toppa Gurren Lagann Movie: Gurren-hen<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Shingeki no Kyojin<>AutoRec|One Punch Man<>AutoRec|Death Note<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Kill la Kill<>AutoRec|Steins,Gate<>AutoRec|Code Geass: Hangyaku no Lelouch R2<>AutoRec
